email_id,email,label,source
751,"Subject line: you can win ! ! !

enter the super nova sweepstakes - - - you might win a free vacation for two to the greatest casinos around the world ! ! ! click right here , right now - first stop = a0 las vegas - enjoy a luxurious stay on the las vegas strip where you will find fabulous entertainment and exceptional dining . second stop sun city - rejoice in the splendor of this south african resort town while gambling in the far southern hemisphere . final stop - monaco , the world 's most royal city - where you ' ll gamble and relax amidst european splendor . in total , you ' ll have 11 nights and 12 days of luxurious entertainment and gambling at the most spectacular casinos the world has to offer . = a0 but you have to enter . click right here , right now -",1,Ling
767,"Subject line: :

thank you for your recent visit to one of our sponsored webpages . we would like to invite you to evaluate a brand new free internet search engine service : the cyberian search centre located here : canada - http : / / www3 . nf . sympatico . ca / dotel / usa - http : / / www . freeyellow . com / members / knowitall / usa - http : / / www . geocities . com / eureka / plaza / 1922 / index . htm if you have not found what you are looking for you have not been here ! all the best , cyberian search centre team note : please disregard any copies of this message you may receive",1,Ling
740,"Subject line: on - line sales leads

are you looking for pre-qualified sales leads ? do you want to increase your sales without spending a fortune on advertising that doesn t work , or killing yourself cold-calling ? the lead generator , at www . leadgenerator . com has real sales leads that can help you grow your business . the lead generator is not a mailing list , though , or some place to waste your precious advertising dollars . rather , the lead generator is a patented new online service that actually generates real , high-quality sales leads for your business . no matter what you re selling , the lead generator can help you find qualified prospects who are ready , willing and able to buy 24 hours a day . you save time and money ; reduce cold-calling , advertising , telemarketing , and all of the aggravation , cost and effort that goes with selling . increase your sales , find new markets , identify new prospects , and increase your market share while you reduce your selling costs , shorten your sell-cycle and waste less time and money on unqualified prospects . and the more you use the system , the more leads you ll get . to find out more , aim your web browser to http : / / www . leadgenerator . com on - line sales leads from the lead generator . it s like having someone do all the work for you ! jeff",1,Ling
765,"Subject line: re : answer : per your request

yes we do purchase uncollected judicial judgments ! ! if you , your company or an acquaintance have an uncollected judicial judgment then please call us and find out how we can help you receive the money that the court states you are rightfully due . we have strong interest in acquiring uncollected judicial judgments in your city and area . itc is the largest firm in the world specializing in the purchase and collection of judicial judgments . currently we are processing over 637 million dollars worth of judgments in the united states alone . we have associate offices in virtually every city in the us and in most foreign countries . you have nothing to lose and everything to gain by calling . there is absolutely no cost to you . we can be reached toll free at 1-800 - 409-8302 extension 1279 . you can call 24 hours per day . thank you for your time + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + another internet ad campaign produced and distributed by : cyber advertising systems , ny , ny 10011 . please call cyber advertising systems at 1-800 - 409-8302 extension 1284 if you would like us to design and distribute powerful advertising for your company . success courses is pleased with the advertising we have developed for them . if you have a solid well proven product or service then we would be proud to help your company also . to be removed from our mailing list please reply to us at johnsonkl334 @ yahoo . com and type the word remove on the subject line only . + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + +",1,Ling
734,"Subject line: free promotional offer

for ' your ' very own 100 % free web site go to this site : http : / / 138 . 27 . 44 . 5 . cearth . on . ca / users / freewebsites / * * * no charge * * * * * * no commitment * * * * * * no problem * * * opportunity seekers and internet marketers small or large this site is also for you . earn a prosperous income giving away free web sites . . . already have a web site ? how would you like your site linked to thousands of other web sites ? go to this amazing site and find out how . . . http : / / 138 . 27 . 44 . 5 . cearth . on . ca / users / freewebsites / * * * no charge * * * * * * no commitment * * * * * * no problem * * * this is truly going to be the site of the century ! * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * please excuse the intrusion . this will be a one time free offer mailing only * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",1,Ling
736,"Subject line: wholesale club !

hi , i am writing you to see if you would have interest in our opt-in email list . we are a wholesale distributor who offers its members huge discounts on over 1000 products . everything from sporting goods to electronics . savings are from 30-200 % off of retail prices . we send out products of the week once a week . if you are interested please put subscribe in the subject of the letter . if you wish to be removed please put remove in the subject . there is not cost in joining the club .",1,Ling
772,"Subject line: improvements in wound care !

hello , my name is kevin elphick and i am the managing director of nursing innovations which have been manufacturing and supplying a range of innovative wound dressing protectors named ' keep - dri dressings ' to australian hospitals for a period in excess of 8 years . these internationally award winning products are now extensively used in over 70 % of western australian hospitals ( references available upon request ) and we are now looking at supplying to hospitals internationally . however , we have found from experience it is difficult to initially introduce the product to hospitals . once a hospital starts using keep - dri dressings they have always continued to use them . our success is related to the fact that they are quick and easy to apply ( saving staff time ) and they really work . the result is lower infection risk , reduced patient trauma and lower cost for the hospital . for your free sample contact me at my web site http : / / www . angelfire . com / ca2 / nursingone here you will find a full product description , uses and advantages and a link to my email address . i would appreciate any suggestions you might have to help introduce this excellent product into hospitals in your area or comments you have on our product . many thanks in advance . kevin elphick nursing innovations 23 yulema street mullaloo , perth , western australia 6027 618-9487 - 1807 http : / / www . angelfire . com / ca2 / nursingone * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * k",1,Ling
753,"Subject line: unlimited cash & millions in your mail

this mail is sent to someone who shared money making programs in the past . if this sent in error or spamming you , please accept my appologize - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dear nlpeople this program is the most money making program i have ever seen on the net . the advantage of this program is that your money will directed to your mailing address without intrusion of a third party as most mlm programs doing . just visit http : / / come . to / millionaire warmest regards ,",1,Ling
818,"Subject line: thank you for joining our mailing list

sorry it has taken us so long to send you our first newsletter . we redid = our server to make it faster for = 20 you . unfortunately it took a couple of months . please visit our site = today . = 20 http : / / www . mallcentral . com = 20 thank you , arlene",1,Ling
730,"Subject line: wanted ! home product assemblers !

looking for home product assemblers ! ! how would you like to assemble products at home & get paid ! choose your own hours ! be your own boss ! easy work ! excellent pay ! earn hundreds of dollars weekly ! here are just a few examples of the work you will have to choose from : wooden products - up to $ 220 . 00 weekly ! hair accessories - up to $ 320 . 00 weekly ! holiday crafts - up to $ 270 . 00 weekly ! beaded accessories - up to $ 350 . 00 weekly ! . . . . . . . plus many others . there are over 75 companies to choose from ! why not enjoy the benefits and freedom of home assembly work ! to find out more call . . . . . toll free ( 24 hour recording ) 1-800 - 600-0343 office extension # 2425 . usa publishing co . p . o . box 8950 rocky mount nc 27804 name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city & state _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ q 04627caa",1,Ling
1023,"Subject line: palindromes

hi you all out there ! i am a total fan ( atic ) of palindromes , such as "" a man , a plan , a canal - panama "" or "" in girum imus nocte et consumimur igni "" - expressions which read from behind result either in the same message or , even more interesting , in new , other , however meaningful message . i assume there are many palindromes i do not know yet , so i would just want to ask any one of you : if you know of one or more palindrome ( s ) in any language , please write them to me via linguist , i will then make the results accessible to everybody . also if you know of books and / or articles citing palindromes , please write me ! ! ! and here is my absolute favorite , the best i know : "" nie fragt sie : ist gefegt ? sie ist gar fein "" ( source unknown ) ( she never asks : has the sweeping been done ? she is very refined . ) i would be thankful to receive as many as possible palindromes , thank you ! and if it is not in german , english , french or italian , please also add an english translation . . . "" koop ik ' n ei , dan nadie ' n kip ook "" ( when i buy an egg , then also a chicken ) so long , i am looking forward to many messages ! "" madam , i ' m adam "" manfred immler",0,Ling
968,"Subject line: summer opportunities

hey ! does anyone know of any linguistic-related summer opportunities out there for a college undergraduate ? i ' m interested in something like an anthropological linguistics ( linguistic anthropology , whatever your preference ) program , working on a research project , etc . any ideas ? thanks ! rachel a . lavin rlavin @ emory . edu",0,Ling
1068,"Subject line: recommendations on ling . font set for mac ?

i am looking for recommendations on a linguistic font set for the macintosh . ideally i would like one that is not bitmapped , if such a thing exists . germanic characters are also a requirement . please e-mail me with any recommendations , as well as info on where to purchase the fonts . thanks ! lee forester forester @ smaug . cs . hope . edu",0,Ling
1026,"Subject line: job posting

announcement of open rank professorial position university of california , san diego department of linguistics subject to availability of funds , the department of linguis - tics at the university of california , san diego , is seeking to fill an open rank professorial position ( tenured / tenure - track ) effective july 1 , 1995 , for a linguist capable of teaching formal semantics and with a proven research record in formal semantics , which could include the semantics / syntax interface . salary will be commensurate with rank and experience and will be based on current university of california salary scales . a letter of application , a curriculum vitae , a representa - tive publication or manuscript , and the names and addresses of 3 referees should be sent to : university of california , san diego open search committee department of linguistics , 0108 9500 gilman drive la jolla , ca 92093-0108 application materials must be received no later than febru - ary 1 , 1995 . the university of california is an equal opportunity , affirmative action employer . this announcement supersedes our october lsa bulletin announcement and our august departmental notice of a tenured position in formal semantics / syntax .",0,Ling
1014,"Subject line: question : quantitative information

hello , there is someone who knows where can i look for "" quantitative "" information on languages ( e . g . number of words , average number of senses per word , etc . ) . i ' m mostly interested in comparing italian and english but every kind of information you can give me will be appreciated . eventually i will post a summary . thanks in advance , - massimo .",0,Ling
1091,"Subject line: new deadline for abstracts : alaa 98

please note that the deadline for abstracts for the the 23rd annual congress of the applied linguistics association of australia ( alaa ) has been extended to 28 february 1998 . for further details on the congress , please see our web pages at http : / / www . cltr . uq . edu . au : 8000 / alaa / alaa98 . html or contact margaret fletcher ; email : m . fletcher @ edn . gu . edu . au address and tel / fax : margaret fletcher education faculty griffith university nathan qld 4111 phone : ( w ) + 61 ( 0 ) 7 3875 6869 ; ( ah ) + 61 ( 0 ) 7 3890 2571 ; fax : + 61 ( 0 ) 7 3875 5965 please contact margaret and not me ; i ' m merely sending out the notice . regards peter white",0,Ling
1032,"Subject line: hansa workshop at 12ichl

here are details supplied by ernst hakon jahr for one of the workshops to be held on friday 18th august 1995 . david denison twelfth international conference on historical linguistics , hulme hall , manchester , 13-18 august 1995 . please note new dialling codes and revised phone numbers at the university of manchester up to the time of the conference : + 44 ( 0 ) 161-275 3194 or 3042 ( phone ) + 44 ( 0 ) 161-275 3187 ( fax only ) conference e-mail address : ichl1995 @ man . ac . uk workshop the influence of the hansa and low german on european languages organizers : ernst hakon jahr ( tromso ) and laura wright ( hertfordshire ) scheduled papers : james milroy ( newcastle ) : internal vs external motivations for linguistic change : what does empirical sociolinguistics have to say about the distinction ? kurt braunmuller ( hamburg ) : communication strategies in the area of the hanseatic league : the approach by semicommunication . raymond hickey ( essen ) : trading with invaders : language contact in medieval ireland . anne haavaldsen ( bergen ) : trade and language from the ' german wharf ' in bergen - the runic evidence . harry perridon ( amsterdam ) : is the definite article in jutlandic a borrowing from german ? muriel norde ( amsterdam ) : grammaticalization vs reanalysis : the case of possessive construction in germanic .",0,Ling
1060,"Subject line: japanese specialist needed

the linguistics research department at at&t bell laboratories is seeking a native or near-native speaker of japanese to work as a consultant in the development of a text-analysis module for a japanese text-to - speech synthesizer . the candidate should have a good background in linguistics , with a knowledge of computational linguistics being especially desirable . the candidate should also have a good ( explicit ) knowledge of japanese word-structure , phonology and intonation . applicants should be current graduate students or recent phds / mas . the duration of the project is somewhat open-ended but will probably amount to 200 days over the next few months . the starting time is also somewhat flexible , though we would like to start as soon as possible . consultant fees are negotiable . please send inquiries , cvs , etc . , preferably by email , to me at the address below . - richard sproat linguistics research department at&t bell laboratories | tel ( 908 ) 582-5296 600 mountain avenue , room 2d - 451 | fax ( 908 ) 582-7308 murray hill , nj 07974 , usa | rws @ research . att . com",0,Ling
962,"Subject line: q : welsh on the internet

i direct this query to those more in the know : there is a producer in bbc wales ( the base for the orchestra i work for ) who is looking to produce a programme discussing the internet and the like with reference to the welsh language / culture . i have been able to find plenty of references to scots and irish traditions , but only one reference to welsh in patagonia . please respond to : jeremy garside - bbc national orchestra of wales garsij @ wales . bbc . co . uk",0,Ling
986,"Subject line: conv / div of dialects , reading , sept 17-19

the draft programme for the european science foundation conference on ' the convergence and divergence of dialects in a changing europe ' can be found at http : / / www . linguistics . rdg . ac . uk / research / seminars / dialect / index . html the conference call with registration form is also to be found there . paul kerswill",0,Ling
969,"Subject line: chinese corpus

dear netters , do you know of any chinese corpus ? i am doing some chinese analysis and would like to get hold of a chinese corpus . it does n't matter which chinese mode it uses ( gb , big5 , hz , etc . ) if you know one , please send me a message . thank you . ruizhong wang applied linguistics program northern arizona university ruizhong @ nauvax . ucc . nau . edu",0,Ling
1082,"Subject line: q : processing of japanese text / database ; word frequencies

i am posting this on behalf of a colleague who is not on the list . she is going to perform psycholinguistic experiments on japanese morphology and needs a number of things for her preparatory work . first of all she needs to find dictionaries or ( preferred ) lexical databases which contain reliable and _ recent _ information on word frequencies ( her main emphasis will be on verb morphology ) ; we already know of one dictionary but this is at least forty years old . can anyone on the list point us to such dictionaries or databases ? - if not , is anyone aware of machine-redable corpora of japanese texts of everyday use ( papers , magazines ) from which she could extract the desired frequencies ? our next problem is to find windows ( truetype or atm ) - fonts of kanj and kana alphabets ( kana would be the more important ) , because these are input to the software that handles the experiments . we are aware of njstar for dos and "" jwp "" , a ' japanese word processor ' for windows , which would suffice as a word processor as such , but it uses an internal font format to which our onversion tool has no access . besides of that having truetype fonts would make building our own databases a lot easier , because we would be able to use windows standard-software , so far we have only been informed of a rather adventurous way of feeding the output of a dos database into njstar to print index cards in a library . by the way - i have heard of a japanese edition of aldus ' pagemaker - does it come with fonts ? we would be grateful for any hint and we promise to post a summary . thanks in advance christian * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * christian kissing dept . of linguistics universitaet duesseldorf home : universtaetsstrasse 1 neusser strasse 17 d-40225 duesseldorf 50670 koeln tel . : + 49 + 211 / 311-4797 0221 / 779061 fax . : + 49 + 211 / 311-5180 email : kissing @ ling . uni-duesseldorf . de * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",0,Ling
1077,"Subject line: german-english automatic translator

dear fellows , we are looking for an automatic translator of german - english . something to which a user can send texts in one of this languages and receive the translation into the other language . it can be a semi-automatic software where the translation is not ' high-end ' , but with quality enough to save some work to an office secretary . do someone know where to find ( shareware preferably ) such a software ? thanks , a . santos = = adelino santos - fraunhofer institute for computer graphics ( fhg - igd ) dept . of cooperative and hypermedia systems wilhelminenstr . 7 tel : + 49 6151 155239 64283 darmstadt fax : + 49 6151 155299 germany mail : santos @ igd . fhg . de",0,Ling
976,"Subject line: sla conference paris 1999

call for papers xi th international conference "" acquisition of a foreign language : perspectives and research "" pragmatic uses & acquisition of foreign languages "" acquisition d ' une langue etrangere : perspectives et recherches "" usages pragmatiques et acquisition des langues etrangeres at the universite de la sorbonne nouvelle - paris iii april 15 - 17th 1999 theme second language acquisition in different contexts , pragmatic processes in sla , models of acquisition , social , cognitive , linguistic and affective dimensions in sla , didactic implications of research in sla . discussions will be held in the following workshops : workshops workshop 1 : communication strategies in classroom and / or naturalistic acquisition contexts . workshop 2 : variables reflecting contextualization and learning ( paralinguistic clues , prosody , lexicon ) workshop 3 : cognitive functions and verbal interactions in a learning context workshop 4 : types of discourse and sla workshop 5 : variety of didactic situations and sla * authors are asked to send 2 copies of their abstract in french ( max . 2 pages ) before june 15th 1998 . put your name , address and affiliation on 1 copy only . include title , information on methodology and corpus . specify the workshop in which your paper could be presented . * decisions on acceptance will be communicated on july 15 th 1998 . * complete paper ( hard-copy and disk ) must be received before november 30 th 1998 . max . 12 pages . all papers will be available on disk for the participants . * deadline for registrations : 13 / 2 / 1999 . maximum number of papers : 40 . all abstracts should be sent to : daniel veronique / francine cicurel colloque "" usages pragmatiques et acquisition des langues "" ufr didactique du francais langue etrangere 46 , rue saint - jacques 75230 paris cedex 05 telephone : ( 0 ) 1 40 46 29 25 fax : ( 0 ) 1-40 46 29 30 e-mail : daniel . veronique @ paris3 . sorbonne . fr e-mail : francine . cicurel @ paris3 . sorbonne . fr",0,Ling
1078,"Subject line: relative markers over time

i am working on the history of relative markers in the spoken language from 1500 onwards , in british and american english . although there are plenty of studies of written data , i ' m having trouble finding diachronic studies of spoken data ( trial transcripts , etc . ) . i ' m particularly interested in the development of the standard & non-standard variants for personal subject restrictive relatives : who , what , which , zero , that , at , as ( as in ' i know a chap as ' ll do it for you ' ) . any references will be greatly appreciated , including quantitative synchronic studies of non-standard varieties . thanks !",0,Ling
1081,"Subject line: a new multidisciplinary periodical : call for comments

a new multidisciplinary periodical : call for comments * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * the following document presents the broad outlines of a new publication currently being developed by the centre national d ' art et de culture georges - pompidou , paris ( france ) . it is also available on our new www server , at url http : / / www . cnac-gp . fr . we are informing internet users of this project so as to generate a discussion and so that your ideas and comments can be used to modify and enrich our plans . for more detailed information on the project , please refer to the full french version ( available here in a few days ) . you will also find a questionnaire to help us know the people interested in this publication . - - daniel soutif directeur du departement du developpement culturel",0,Ling
1095,"Subject line: desparately seeking

i am trying to get hold of a copy of a book reviewed in language last year : yolanda lastra ( 1992 ) sociolinguistica para hispanoamericanos . mexico city : el colegio de mexico none of the obvious people to get in touch with have answered my e-mail . does anyone on this list know how / where i can find this book ? even a snail-mail address for el colegio de mexico would be helpful . many thanks . david beck , university of victoria , canada djbeck @ uvvm . uvic . ca",0,Ling
1058,"Subject line: berkeley women and language conference announcement

the 1998 berkeley women and language conference will be held from aoril 24-26 at the berkeley conference center in berkeley , ca . invited speakers are : deborah cameron , department of english studies , strathclyde university , glasgow janice gould , department of english , university of northern colorado jeri jaeger , department of linguistics , state university of new york at buffalo leslie milroy , program in linguistics , university of michigan patricia nichols , department of linguistics & language development , san jose state university suzanne romaine , merton college , oxford university ana celia zentella , hunter college and the graduate center , city university of new york and a special presentation by ursula k . leguin , author please visit our website at http : / / linguistics . berkeley . edu / bwlg / conf98 . html for more information , or email bwlg @ socrates . berkeley . edu",0,Ling
1093,"Subject line: literary texts on cd

can anyone tell me about the uk availability of literary texts such as tess of the d ' urbervilles in particular , on cd and therefore usable for corpus stylistics ? thankyou john wheat ; ley univ of aveiro portugal",0,Ling
