email_id,generated_profile
1060,"{
  ""name"": ""unknown"",
  ""job_title"": ""graduate student or recent PhD/MAS in linguistics"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""interests"": ""linguistics, computational linguistics, japanese language and culture"",
      ""financial motivations"": ""negotiable consultant fees"",
      ""business opportunities"": ""text-analysis module development for japanese text-to-speech synthesizer"",
      ""experience level"": ""graduate student or recent PhD/MAS""
    },
    ""inferred"": {
      ""industry"": ""technology, software development, artificial intelligence"",
      ""location"": ""murray hill, nj, usa"",
      ""education level"": ""masters or doctoral degree in linguistics""
    }
  }
}"
962,"{
  ""name"": ""unknown"",
  ""job_title"": ""BBC Producer"",
  ""company"": ""BBC Wales"",
  ""attributes"": {
    ""explicit_information"": {
      ""name"": ""unknown"",
      ""job_title"": ""BBC Producer"",
      ""company"": ""BBC Wales""
    },
    ""inferred_targeting_signals"": {
      ""industry"": ""media"",
      ""experience_level"": ""professional"",
      ""interests"": ""Welsh language and culture, media production"",
      ""financial_motivations"": ""unknown"",
      ""business_opportunities"": ""programme discussing the internet and Welsh culture"",
      ""health_concerns"": ""unknown""
    }
  }
}"
986,"{
  ""name"": ""Paul Kerswill"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""industry"": ""Linguistics"",
    ""interests"": ""dialects, language convergence, European studies"",
    ""explicit"": {
      ""name"": ""Paul Kerswill""
    },
    ""inferred"": {
      ""experience level"": ""academic"",
      ""title"": ""Professor""  # inferred based on the context of the email
    }
  }
}"
969,"{
  ""name"": ""Ruizhong Wang"",
  ""job_title"": ""Student"",
  ""company"": ""Northern Arizona University"",
  ""attributes"": {
    ""interests"": [""applied linguistics"", ""Chinese analysis""],
    ""financial_motivations"": ""unknown"",
    ""business_opportunities"": ""unknown"",
    ""health_concerns"": ""unknown"",
    ""industry"": ""Education"",
    ""experience_level"": ""Student or Researcher"",
    ""inferred_targeting_signals"": [""researcher"", ""academic""]
  }
}"
1082,"{
  ""name"": ""Christian Kissing"",
  ""job_title"": ""Professor/Linguist"",
  ""company"": ""University of Düsseldorf"",
  ""attributes"": {
    ""interests"": [""linguistics"", ""psycholinguistics"", ""Japanese morphology""],
    ""financial_motivations"": [""access to reliable and recent information on word frequencies""],
    ""business_opportunities"": [""machine-readable corpora of Japanese texts""],
    ""health_concerns"": [""unknown""],
    ""industry"": [""education"", ""research""],
    ""experience_level"": [""expert""]
  }
}"
1077,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_info"": {
      ""industry"": ""computer graphics""
    },
    ""inferred_targeting_signals"": {
      ""financial_motivations"": ""likely seeking cost-effective solutions"",
      ""business_opportunities"": ""interested in software solutions"",
      ""interests"": ""translation, office automation""
    }
  }
}"
976,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""industry"": ""education"",
      ""field"": ""linguistics"",
      ""position"": ""researcher""
    },
    ""inferred"": {
      ""interests"": [""language acquisition"", ""second language acquisition""],
      ""financial motivations"": [""funding opportunities""],
      ""business opportunities"": [""academic collaborations""],
      ""health concerns"": [""none""],
      ""experience level"": ""expert""
    }
  }
}"
1078,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""interests"": ""linguistics, language history, spoken language"",
      ""experience_level"": ""researcher, academic""
    },
    ""inferred"": {
      ""industry"": ""education, research, humanities"",
      ""financial_motivations"": ""funding, grants, research opportunities"",
      ""business_opportunities"": ""collaborations, partnerships, knowledge sharing""
    }
  }
}"
1081,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""industry"": ""cultural development"",
      ""organization"": ""Centre national d'art et de culture Georges-Pompidou""
    },
    ""inferred"": {
      ""interests"": [""multidisciplinary periodicals"", ""cultural development""],
      ""experience_level"": ""professional""
    }
  }
}"
1095,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""University of Victoria"",
  ""attributes"": {
    ""explicit_info"": {
      ""name"": ""unknown"", 
      ""job_title"": ""unknown"", 
      ""company"": ""University of Victoria""
    },
    ""inferred_targeting_signals"": {
      ""interests"": ""academia"", 
      ""financial_motivations"": ""unknown"", 
      ""business_opportunities"": ""unknown"", 
      ""health_concerns"": ""unknown"", 
      ""industry"": ""education"", 
      ""experience_level"": ""academic"", 
      ""targeting_signals"": ""academia, language, literature""
    }
  }
}"
1058,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""industry"": ""education"",
      ""interests"": ""linguistics, language, women's studies""
    },
    ""inferred"": {
      ""financial_motivations"": ""likely interested in academic or professional development"",
      ""business_opportunities"": ""unlikely"",
      ""health_concerns"": ""unlikely"",
      ""experience_level"": ""academic or professional, possibly at the university level""
    }
  }
}"
1093,"{
  ""name"": ""John Wheat"",
  ""job_title"": ""unknown"",
  ""company"": ""University of Aveiro"",
  ""attributes"": {
    ""interests"": {
      ""literary texts"": true,
      ""corpus stylistics"": true
    },
    ""financial motivations"": {
      ""academic research"": true
    },
    ""industry"": {
      ""academia"": true
    },
    ""experience level"": {
      ""academic"": true
    }
  }
}"
995,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""interests"": ""natural language processing, corpus-based approaches to NLP"",
      ""financial_motivations"": ""publication of research papers"",
      ""business_opportunities"": ""collaboration with researchers in the field"",
      ""health_concerns"": ""none explicitly stated"",
      ""industry"": ""computer science, linguistics""
    },
    ""inferred"": {
      ""interests"": ""research in NLP, participation in conferences"",
      ""financial_motivations"": ""grant funding, research grants"",
      ""business_opportunities"": ""consulting, industry partnerships"",
      ""health_concerns"": ""none explicitly stated"",
      ""industry"": ""computer science, linguistics"",
      ""experience_level"": ""expert, researcher""
    }
  }
}"
1133,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_info"": {
      ""Microsoft_account_status"": ""locked"",
      ""Microsoft_account_activity"": ""unusual""
    },
    ""inferred_targeting_signals"": {
      ""concerns_about_account_security"": true,
      ""likely_to_click_on_malicious_links"": true,
      ""influenced_by_emotional_language"": true
    },
    ""inferred_characteristics"": {
      ""experience_level"": ""unknown"",
      ""industry"": ""unknown"",
      ""financial_motivations"": ""unknown"",
      ""business_opportunities"": ""unknown"",
      ""health_concerns"": ""unknown"",
      ""interests"": ""unknown""
    }
  }
}"
45,"{
  ""name"": ""jose"",
  ""job_title"": ""unknown"",
  ""company"": ""monkey.org"",
  ""attributes"": {
    ""explicit_information"": {
      ""email_address"": ""jose@monkey.org""
    },
    ""inferred_targeting_signals"": {
      ""concerned_about_data_security"": true,
      ""likely_to_have_account_on_monkey_org"": true,
      ""potential_victim_of_phishing"": true
    }
  }
}"
44,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""industry"": ""unknown"",
      ""experience_level"": ""unknown""
    },
    ""inferred"": {
      ""interests"": [""business opportunities""],
      ""financial_motivations"": [""financial gain from product inquiries""],
      ""business_opportunities"": [""existing business with Alibaba""],
      ""health_concerns"": ""none"",
      ""industry"": ""e-commerce"",
      ""experience_level"": ""potential buyer""
    }
  }
}"
22,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_info"": {
      ""email"": ""jose@monkey.org""
    },
    ""inferred_targeting_signals"": {
      ""likely_domain"": ""monkey.org"",
      ""likely_interests"": [""email_service"", ""account_activation""],
      ""likely_concerns"": [""account_restrictions"", ""email_deletion""]
    }
  }
}"
10,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""industry"": ""business"",
    ""interests"": ""document sharing, collaboration"",
    ""financial motivations"": ""unknown"",
    ""business opportunities"": ""unknown"",
    ""health concerns"": ""unknown"",
    ""experience level"": ""unknown""
  }
}"
0,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_information"": {
      ""email_provider"": ""Outlook""
    },
    ""inferred_targeting_signals"": {
      ""working_environment"": ""office"",
      ""technology_proficiency"": ""intermediate"",
      ""concerned_about_email_accessibility"": ""true""
    }
  }
}"
18,"{
  ""name"": ""Ayoub"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""interests"": [""news"", ""marketing preferences""],
      ""financial_motivations"": [""payment details""],
      ""business_opportunities"": [""Uber account""],
      ""health_concerns"": [""unknown""],
      ""industry"": [""unknown""],
      ""experience_level"": [""unknown""]
    },
    ""inferred"": {
      ""interests"": [""news"", ""current events""],
      ""financial_motivations"": [""monetary benefits""],
      ""business_opportunities"": [""e-commerce"", ""online services""],
      ""health_concerns"": [""unknown""],
      ""industry"": [""tech"", ""digital services""],
      ""experience_level"": [""general public""]
    }
  }
}"
30,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_information"": {
      ""email_provider"": ""ac-noumea.nc""  // inferred from email address
    },
    ""inferred_targeting_signals"": {
      ""likely_business_opportunity"": false,  // inferred from generic language
      ""financial_motivation"": ""unknown"",  // no explicit information
      ""industry"": ""office_messaging"",  // inferred from content
      ""experience_level"": ""unknown"",  // no explicit information
      ""interests"": ""unknown""  // no explicit information
    }
  }
}"
33,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_information"": {
      ""email_provider"": ""socialbenessere.it""
    },
    ""inferred_targeting_signals"": {
      ""likely_target_audience"": ""personal_email_user"",
      ""email_usage"": ""personal_email"",
      ""concerns"": [""account_block"", ""account_security""]
    }
  }
}"
1140,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""financial motivations"": ""payment details update"",
      ""industry"": ""entertainment (Netflix)""
    },
    ""inferred"": {
      ""interests"": ""streaming movies/TV shows"",
      ""experience level"": ""consumer"",
      ""health concerns"": ""none"",
      ""business opportunities"": ""potential subscription renewal""
    }
  }
}"
4,"{
  ""name"": ""jose"",
  ""job_title"": ""unknown"",
  ""company"": ""monkey.org"",
  ""attributes"": {
    ""explicit"": {
      ""email_domain"": ""monkey.org"",
      ""explicitly_mentioned"": true
    },
    ""inferred"": {
      ""industry"": ""unknown"",
      ""experience_level"": ""unknown"",
      ""interests"": ""likely interested in file sharing and access management"",
      ""financial_motivations"": ""unknown"",
      ""business_opportunities"": ""unknown"",
      ""health_concerns"": ""unknown""
    }
  }
}"
1126,"{
  ""name"": ""jose"",
  ""job_title"": ""unknown"",
  ""company"": ""monkey.org"",
  ""attributes"": {
    ""explicit_information"": {
      ""email_provider"": ""monkey.org""
    },
    ""inferred_targeting_signals"": {
      ""financial_motivations"": ""concerned about avoiding account lockout due to low storage space"",
      ""interests"": ""email management and storage space"",
      ""experience_level"": ""likely a personal or individual user, not a business or enterprise user""
    }
  }
}"
1127,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""email_service_provider"": ""monkey.org""
    },
    ""inferred"": {
      ""email_user"": true,
      ""security_concerned"": true,
      ""action_oriented"": true
    }
  }
}"
31,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""email"": ""jose@monkey.org"",
      ""communication_preferences"": ""News and Promotions""
    },
    ""inferred"": {
      ""interests"": ""shopping, online payments"",
      ""financial_motivations"": ""securing account access, managing finances"",
      ""industry"": ""e-commerce, online services""
    }
  }
}"
1138,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""financial_status"": ""has_funds"",
      ""has_beneficiary"": true
    },
    ""inferred"": {
      ""industry"": ""financial_services"",
      ""experience_level"": ""individual"",
      ""interests"": ""financial_security"",
      ""financial_motivations"": ""protecting_funds""
    }
  }
}"
26,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_information"": {
      ""financial_motivation"": ""account_activation"",
      ""industry"": ""e-commerce"",
      ""experience_level"": ""unknown""
    },
    ""inferred_targeting_signals"": {
      ""interests"": ""online_shopping"",
      ""health_concerns"": ""none"",
      ""business_opportunities"": ""account_activation""
    }
  }
}"
42,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""industry"": ""shipping"",
      ""company"": ""DHL""
    },
    ""inferred"": {
      ""interests"": ""package delivery"",
      ""financial motivations"": ""receiving a shipment"",
      ""experience level"": ""consumer""
    }
  }
}"
15,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""industry"": ""banking"",
      ""financial_motivations"": ""receiving online banking statements""
    },
    ""inferred"": {
      ""experience_level"": ""individual"",
      ""interests"": ""online banking, financial management""
    }
  }
}"
40,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""email"": ""jose@monkey.org""
    },
    ""inferred"": {
      ""likely_target_audience"": ""individuals who have received or are expecting a parcel"",
      ""interests"": ""receiving parcels, tracking shipments"",
      ""financial_motivations"": ""concerns about delayed delivery and potential loss of package"",
      ""business_opportunities"": ""none"",
      ""health_concerns"": ""none"",
      ""industry"": ""logistics, shipping"",
      ""experience_level"": ""consumer""
    }
  }
}"
1146,"{
  ""name"": ""jose"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_information"": {
      ""email"": ""jose@monkey.org""
    },
    ""inferred_targeting_signals"": {
      ""likely_interests"": ""files, downloads, or work-related documents"",
      ""financial_motivations"": ""unknown"",
      ""business_opportunities"": ""unknown"",
      ""health_concerns"": ""unknown"",
      ""industry"": ""unknown"",
      ""experience_level"": ""unknown""
    }
  }
}"
920,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit"": {
      ""location"": ""United Kingdom (targeted by a Spanish company)""
    },
    ""inferred"": {
      ""interests"": ""tobacco products, cost savings"",
      ""financial motivations"": ""looking for affordable tobacco options"",
      ""industry"": ""healthcare, consumer goods"",
      ""experience level"": ""general public, potential smokers""
    }
  }
}"
895,"{
    ""name"": ""unknown"",
    ""job_title"": ""unknown"",
    ""company"": ""unknown"",
    ""attributes"": {
        ""explicit"": {
            ""financial_motivation"": ""Home Loans and Financial Services""
        },
        ""inferred"": {
            ""interests"": ""Home ownership, debt consolidation, refinancing"",
            ""financial_motivation"": ""Improving credit rating or consolidating debt"",
            ""industry"": ""Home ownership, finance""
        }
    }
}"
894,"{
  ""name"": ""unknown"",
  ""job_title"": ""unknown"",
  ""company"": ""unknown"",
  ""attributes"": {
    ""explicit_information"": {
      ""interests"": ""discounted products"",
      ""financial_motivations"": ""saving money on cigarettes and tobacco""
    },
    ""inferred_targeting_signals"": {
      ""industry"": ""smoking or related products"",
      ""experience_level"": ""unknown"",
      ""health_concerns"": ""potential health concerns related to smoking""
    }
  }
}"
